,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b
3365,1,5,5,5,5,5,5,6,1,1,20,2,1
3366,6,5,5,5,5,5,5,2,1,3,10,2,5
3367,3,4,4,2,4,5,5,3,2,2,-1,3,3
3368,1,5,5,5,5,5,5,6,1,1,-1,2,6
3369,5,1,3,1,8,2,1,1,1,4,18,4,2
3370,6,3,3,3,3,3,3,-1,-1,1,-1,3,-1
3371,4,5,5,8,5,5,5,6,1,1,10,2,1
3372,1,5,5,1,2,2,1,6,4,4,-1,3,1
3373,1,1,1,1,1,1,1,-1,1,1,-1,2,1
3374,6,8,8,8,8,8,8,8,1,1,-1,3,6
3375,6,5,5,5,5,5,8,6,2,2,11,2,2
3376,5,1,3,8,2,1,2,8,4,4,17,1,5
3377,6,5,5,8,3,3,5,4,4,3,18,2,4
3378,2,8,8,8,8,8,8,8,-1,1,-1,2,2
3379,4,5,5,5,5,5,4,6,4,2,25,2,4
3380,5,5,5,5,4,4,4,6,1,1,40,4,6
3381,5,8,8,8,8,8,8,-1,-1,1,99,2,-1
3382,6,5,4,8,4,4,4,6,4,6,6,4,5
3383,3,1,4,1,2,2,3,4,4,5,19,2,3
3384,2,5,5,8,5,8,5,2,1,2,25,3,1
3385,6,5,5,5,5,4,5,6,1,1,17,2,2
3386,-1,4,3,1,2,2,2,3,1,2,22,4,5
3387,6,5,5,2,4,2,4,4,1,2,20,2,3
3388,5,5,4,2,3,2,4,4,2,2,21,3,2
3389,6,5,5,5,5,5,5,6,4,3,15,2,6
3390,5,2,2,1,1,1,4,5,5,4,10,3,5
3391,3,5,5,5,5,5,5,6,1,4,25,2,2
3392,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
3393,6,4,5,8,4,5,5,2,5,6,21,2,6
3394,6,4,5,8,8,8,8,6,1,1,21,3,6
3395,4,5,5,8,3,4,4,4,1,1,23,1,2
3396,6,1,3,8,4,3,2,8,1,1,15,3,6
3397,1,4,4,2,2,2,2,6,2,1,14,4,1
3398,-1,3,3,1,1,1,3,5,3,2,18,2,1
3399,6,5,5,4,5,4,5,5,1,1,12,3,6
3400,4,4,5,2,1,1,5,3,1,1,6,2,3
3401,6,5,5,5,5,5,5,6,1,1,18,5,6
3402,1,5,5,-1,-1,-1,-1,6,1,-1,12,1,1
3403,6,4,5,2,3,2,4,3,5,6,25,4,6
3404,6,4,4,4,4,4,4,5,3,4,22,4,5
3405,2,1,3,1,1,1,1,8,1,1,39,3,1
3406,6,5,5,1,3,3,3,6,4,4,-1,2,6
3407,6,5,5,3,5,3,5,3,1,1,14,2,2
3408,6,5,5,5,4,2,5,5,1,6,13,4,1
3409,3,2,4,1,4,1,1,2,6,4,13,2,2
3410,6,5,5,5,2,4,4,5,1,1,15,2,3
3411,4,5,5,5,5,5,5,6,1,1,10,2,4
3412,3,5,5,2,1,4,1,6,1,1,21,4,1
3413,6,3,5,4,5,4,4,4,1,1,18,3,6
3414,6,5,5,5,5,5,-1,6,1,3,9,2,6
3415,3,2,4,1,1,2,5,6,1,3,17,2,3
3416,6,5,5,5,5,5,5,4,5,2,8,1,3
3417,4,4,4,4,4,4,4,5,3,3,12,3,2
3418,4,5,4,1,2,1,3,6,5,1,21,1,-1
3419,5,4,5,2,5,5,5,6,1,3,40,3,1
3420,3,2,2,1,1,1,1,4,3,3,17,3,4
3421,2,5,4,1,5,2,1,6,1,3,16,2,-1
3422,6,5,5,8,5,4,5,4,2,3,13,4,3
3423,-1,2,2,2,2,2,2,6,1,6,30,3,2
3424,6,4,4,1,5,1,4,4,5,4,16,2,4
3425,1,5,5,4,5,5,5,6,1,1,12,-1,6
3426,2,4,3,2,4,2,4,3,1,3,12,2,5
3427,3,1,2,1,2,2,4,4,1,1,26,3,1
3428,-1,5,5,5,5,5,5,6,6,6,14,2,6
3429,4,2,2,2,2,2,2,6,3,3,20,4,4
3430,6,5,5,1,5,5,5,6,1,6,18,2,6
3431,5,2,4,3,2,2,4,6,4,4,9,4,5
3432,-1,2,5,1,3,5,8,3,3,5,19,2,1
3433,1,2,4,1,1,2,2,4,1,2,13,3,3
3434,6,-1,4,-1,4,2,1,1,1,4,15,4,6
3435,6,5,5,5,5,5,5,4,1,1,10,3,6
3436,6,4,5,2,5,3,5,2,1,4,10,2,6
3437,3,2,1,2,1,1,5,5,1,1,17,4,1
3438,6,5,5,8,8,5,5,1,1,1,14,3,1
3439,2,1,2,1,2,1,1,8,1,1,21,3,1
3440,5,5,5,8,5,8,8,4,4,4,18,2,3
3441,3,2,2,2,3,3,4,8,-1,1,99,-1,-1
3442,2,4,4,3,1,1,1,2,3,6,17,2,3
3443,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3444,6,5,5,8,5,5,8,3,1,2,19,4,1
3445,6,5,5,5,5,5,5,-1,2,4,9,3,3
3446,4,2,3,8,2,1,3,5,4,4,16,4,4
3447,4,8,8,8,8,8,8,6,1,1,0,2,2
3448,6,5,5,5,5,5,5,6,6,5,15,4,6
3449,5,1,2,1,1,1,1,3,5,5,16,3,6
3450,5,4,5,8,5,5,5,3,3,5,14,1,5
3451,4,5,5,5,5,5,5,5,5,5,16,4,5
3452,4,8,8,8,8,8,8,-1,1,1,-1,3,5
3453,6,2,5,8,5,8,5,6,5,5,20,3,6
3454,6,4,5,8,5,5,4,1,2,5,8,1,5
3455,3,4,5,8,4,2,5,6,3,1,25,2,4
3456,5,5,5,5,5,5,5,5,1,2,17,3,2
3457,5,4,3,1,8,1,4,5,2,5,17,3,4
3458,1,5,5,5,5,5,5,3,3,3,5,3,2
3459,6,5,5,8,5,5,5,6,5,2,16,1,3
3460,6,3,2,4,3,3,3,1,1,4,11,4,5
3461,-1,1,1,3,1,1,1,6,5,4,16,2,1
3462,3,1,1,2,1,2,1,2,1,1,-1,2,1
3463,6,3,5,2,2,2,5,2,1,1,19,2,6
3464,6,2,2,8,8,8,2,6,1,2,10,5,1
3465,6,4,5,5,5,2,5,4,4,5,14,2,2
3466,6,2,4,1,1,4,5,3,3,4,16,2,6
3467,1,8,8,8,8,1,1,-1,1,1,17,4,3
3468,6,5,5,5,5,5,5,6,1,1,10,4,6
3469,6,5,5,5,5,5,5,6,4,5,12,4,6
3470,6,2,5,4,1,2,1,3,1,1,8,2,3
3471,6,5,5,3,5,5,5,4,1,6,19,4,6
3472,1,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
3473,3,1,1,1,1,1,1,1,4,2,20,3,3
3474,6,5,5,5,4,5,5,6,1,1,14,5,1
3475,1,8,8,8,8,8,8,8,6,3,19,2,1
3476,1,8,8,8,8,8,8,8,3,3,-1,4,2
3477,4,1,3,1,1,2,1,8,3,5,24,4,6
3478,3,3,5,4,5,5,5,4,1,3,16,3,2
3479,6,3,4,2,2,2,4,5,5,3,18,4,3
3480,5,2,5,8,4,4,4,5,1,2,24,4,6
3481,-1,5,5,5,5,5,5,6,1,1,16,3,1
3482,4,1,4,1,2,1,4,2,6,6,14,2,1
3483,5,5,5,8,5,2,5,5,4,4,18,3,6
3484,5,2,4,1,1,2,3,3,1,2,14,3,1
3485,6,5,5,8,5,5,5,6,1,3,20,5,6
3486,5,1,3,3,1,2,4,6,1,3,99,2,3
3487,-1,-1,-1,-1,-1,-1,-1,6,4,5,5,4,5
3489,6,3,5,8,5,2,5,6,5,4,12,2,1
3490,5,5,5,8,4,5,5,5,3,5,9,4,4
3491,3,2,2,1,1,1,1,3,1,1,20,1,2
3492,6,5,5,5,2,5,5,4,3,4,10,4,6
3493,2,5,2,1,1,1,1,4,1,1,25,5,3
3494,5,8,8,8,8,8,8,8,-1,2,17,2,1
3495,2,-1,-1,-1,-1,-1,-1,-1,-1,1,9,1,5
3496,5,5,5,2,2,2,4,6,4,3,24,3,2
3497,5,5,5,5,5,4,5,6,1,3,16,4,5
3498,6,4,4,4,4,4,4,6,2,5,17,4,5
3499,2,4,3,4,2,3,2,6,1,1,25,3,1
3500,6,5,5,5,5,5,5,6,6,6,16,4,6
3501,4,4,5,3,5,5,5,6,1,1,18,4,5
3502,5,5,5,2,2,4,4,6,3,1,27,5,6
3503,5,1,3,1,1,2,3,1,3,3,22,4,4
3504,2,4,3,2,2,1,2,5,2,2,19,4,4
3505,6,1,1,1,1,1,3,1,1,3,11,4,6
3506,6,5,5,5,5,5,5,6,1,1,14,1,6
3507,4,4,4,1,1,1,2,6,4,3,31,5,6
3508,6,2,4,2,1,2,2,8,4,5,10,4,6
3509,4,3,2,3,3,3,3,4,5,3,20,3,3
3510,6,2,4,1,1,1,4,2,2,2,8,4,6
3511,5,4,5,5,2,2,5,3,4,5,12,3,6
3512,2,2,5,3,3,2,2,3,4,3,14,4,6
3513,3,5,5,5,5,4,5,3,4,3,11,3,3
3514,5,1,1,1,1,1,1,6,3,2,22,4,5
3515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3516,3,2,2,2,1,1,2,3,4,5,27,4,4
3517,6,4,4,-1,2,2,4,6,2,1,21,2,3
3518,2,2,2,1,2,1,2,2,2,-1,17,5,5
3519,5,8,3,8,8,8,4,5,1,2,13,4,6
3520,3,1,2,1,1,1,1,1,-1,1,27,4,4
3521,5,4,4,2,2,4,4,4,3,4,16,3,6
3522,4,2,5,1,4,3,4,6,1,4,19,4,4
3523,4,3,5,8,2,2,8,5,4,3,18,3,4
3524,1,1,2,1,1,1,1,6,3,3,28,4,-1
3525,2,1,2,1,2,2,2,2,3,3,16,2,1
3526,6,2,2,1,1,1,2,2,1,1,18,2,6
3527,6,2,2,1,1,1,4,2,1,1,21,4,6
3528,6,8,8,8,1,1,8,6,1,1,35,3,1
3529,4,5,4,1,1,2,1,4,2,3,21,3,3
3530,6,5,5,5,5,5,5,6,1,1,13,1,4
3532,4,5,5,2,5,5,5,6,1,3,10,4,5
3533,1,2,2,2,2,1,2,3,1,1,14,4,4
3534,2,1,2,1,1,1,3,1,6,6,21,3,2
3535,2,1,2,2,1,2,2,8,4,2,28,2,5
3536,5,8,4,8,8,8,8,6,2,1,19,5,4
3537,5,8,8,8,8,8,8,-1,1,1,-1,5,5
3538,6,5,5,4,4,4,4,6,6,6,17,4,6
3539,5,5,5,5,5,5,5,6,1,2,16,3,2
3540,6,5,5,5,2,2,5,6,1,1,16,2,2
3541,5,4,4,8,4,4,4,5,4,2,32,2,2
3542,2,3,4,1,3,1,1,4,3,3,37,4,2
3543,6,4,4,1,-1,2,5,6,1,1,5,3,2
3544,1,4,5,5,5,5,5,5,1,1,27,2,1
3545,5,4,4,1,1,1,4,4,4,4,17,4,5
3546,5,2,2,1,2,1,4,4,4,4,21,4,5
3547,4,1,5,1,3,1,5,4,6,5,29,2,4
3548,4,5,2,1,1,5,2,6,4,5,17,5,6
3549,6,1,1,1,1,1,1,5,1,1,13,3,3
3550,6,2,5,4,2,1,3,2,5,6,21,4,5
3551,5,2,4,4,2,2,2,3,3,4,22,3,4
3552,5,2,4,8,4,2,4,3,5,4,12,2,6
3553,1,4,1,1,2,1,4,1,3,1,-1,2,3
3554,3,2,2,1,1,2,2,8,1,4,12,3,4
3555,3,4,4,5,5,1,4,4,2,3,22,2,1
3556,2,1,2,1,1,1,2,1,5,1,39,2,3
3557,1,5,5,-1,2,8,2,6,4,1,30,3,6
3558,-1,4,5,4,4,4,4,6,2,2,15,4,5
3559,3,1,2,8,1,1,1,6,3,1,15,5,2
3560,6,8,8,8,8,8,8,-1,-1,1,-1,-1,-1
3561,5,5,4,2,3,3,4,5,4,4,18,4,4
3562,4,8,8,8,8,8,8,6,1,3,-1,3,6
3563,3,3,3,3,3,3,3,5,6,3,-1,3,2
3564,2,5,5,4,3,3,3,4,4,4,22,2,2
3565,6,4,5,8,5,4,5,5,1,4,12,3,3
3566,6,2,4,4,1,2,2,4,5,5,13,2,6
3567,2,8,8,8,8,8,8,6,6,4,99,3,2
3568,3,4,4,4,4,5,4,4,4,4,17,3,4
3569,2,2,5,8,2,4,4,4,3,5,12,2,5
3570,6,3,5,5,5,5,5,6,6,4,17,5,6
3571,6,1,1,1,1,1,1,2,6,2,15,3,1
3572,6,5,5,1,2,2,2,3,1,2,13,4,6
3573,3,8,8,8,8,8,8,6,1,1,-1,2,3
3574,6,5,5,8,5,8,5,6,2,3,11,4,3
3575,4,4,4,5,8,1,8,6,4,2,45,2,6
3576,2,5,5,5,5,5,5,4,1,3,-1,-1,1
3577,6,4,5,2,5,3,5,5,1,1,20,4,5
3578,6,5,5,4,5,5,5,6,3,2,10,5,6
3579,6,5,4,3,3,3,1,4,1,6,17,2,-1
3580,6,5,5,5,5,5,5,6,3,3,16,4,6
3581,2,4,4,4,4,4,4,4,2,3,16,4,6
3582,2,2,3,3,3,3,2,4,3,1,-1,1,1
3583,6,5,5,5,5,5,5,6,1,2,-1,3,2
3584,6,5,5,5,4,3,1,3,6,3,14,3,6
3585,6,2,2,1,1,1,3,3,1,4,18,2,3
3586,6,5,5,5,5,5,5,1,1,4,12,2,2
3587,-1,1,2,1,1,1,3,2,1,-1,-1,-1,-1
3588,6,2,5,2,2,2,2,6,4,5,18,2,4
3589,6,5,5,1,5,1,5,3,3,3,23,4,6
3590,6,2,2,1,1,1,2,2,3,6,7,2,6
3591,6,2,5,1,2,3,5,3,1,5,13,4,5
3592,4,5,5,5,5,5,5,2,1,3,19,2,5
3593,4,5,5,5,5,5,5,4,5,5,17,4,6
3594,6,5,4,3,2,2,1,6,5,3,13,4,5
3595,4,1,4,1,1,2,8,-1,-1,-1,-1,2,4
3596,4,5,5,5,5,5,5,6,4,1,18,2,4
3597,6,5,5,8,5,5,5,4,3,3,9,2,4
3598,5,5,5,5,5,5,5,6,1,3,11,3,6
3599,4,5,5,5,5,5,5,2,5,3,12,1,3
3600,6,5,5,5,5,5,5,6,1,1,16,3,6
3601,6,4,4,8,5,2,8,5,2,3,-1,4,4
3602,6,2,5,8,5,5,5,2,3,5,19,4,6
3603,5,2,4,1,1,2,3,4,2,3,19,1,3
3604,1,5,5,5,5,5,5,5,4,3,10,2,1
3605,1,1,1,1,1,1,1,1,-1,2,-1,2,2
3606,4,4,5,8,5,1,4,4,2,2,16,3,3
3607,6,4,5,8,5,8,4,6,4,5,22,2,6
3608,2,5,5,8,5,8,8,6,4,4,15,2,2
3609,1,5,5,8,3,1,2,4,2,4,9,4,1
3610,2,5,5,8,4,1,4,6,1,1,37,4,1
3611,4,2,4,1,2,1,4,3,1,4,15,2,3
3612,6,4,5,3,2,2,5,4,4,5,17,4,4
3613,6,5,5,8,5,5,5,5,1,1,15,2,4
3614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3615,6,4,5,8,8,8,4,5,1,4,16,4,6
3616,6,4,5,5,5,5,5,3,1,1,12,4,3
3617,6,8,8,8,8,8,8,-1,-1,1,-1,4,6
3618,6,1,3,1,1,1,5,1,3,4,15,2,6
3619,6,4,5,5,5,5,5,4,1,1,8,2,3
3620,6,5,5,5,5,5,5,4,6,1,-1,1,1
3621,6,5,5,1,5,2,5,6,3,3,11,3,1
3622,3,2,4,1,5,5,8,1,3,6,6,1,3
3623,1,5,5,5,5,5,5,6,1,1,1,2,1
3624,4,3,4,1,4,4,1,5,1,3,18,1,3
3625,1,5,5,5,5,5,5,6,1,1,18,3,1
3626,-1,5,5,5,5,3,1,5,4,5,12,3,4
3627,1,5,5,2,3,3,5,6,1,5,31,2,2
3628,-1,2,5,5,5,4,4,6,6,6,21,5,6
3629,4,2,4,1,5,1,4,4,4,4,13,2,6
3630,6,5,5,8,5,5,5,6,4,3,22,3,6
3631,4,4,5,1,5,5,5,2,4,3,20,1,3
3632,2,2,1,1,1,1,1,4,5,2,-1,5,3
3633,6,4,4,1,3,2,4,5,5,4,4,4,6
3634,6,2,3,1,1,1,5,2,4,3,13,3,6
3635,6,5,5,5,5,5,5,2,5,6,10,3,6
3636,2,2,4,2,2,2,3,3,4,4,23,4,4
3637,6,2,4,1,1,1,2,4,3,4,14,4,6
3638,2,2,4,4,3,1,4,6,2,6,21,2,2
3639,2,2,2,2,8,8,1,3,2,3,15,4,5
3640,5,5,5,5,4,8,8,6,3,3,99,5,6
3641,5,4,4,3,2,1,4,5,4,4,21,4,6
3642,6,5,5,5,5,5,5,6,1,1,10,4,4
3643,6,4,4,2,2,2,2,6,1,1,15,4,6
3644,1,1,4,8,4,5,8,8,1,1,18,3,1
3645,6,2,4,1,1,1,1,1,5,5,20,5,6
3646,5,4,5,4,5,4,1,6,4,2,14,2,5
3647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
3648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
3649,5,4,4,4,4,4,4,6,3,3,20,4,3
3650,6,5,3,5,3,3,5,6,1,1,6,4,1
3651,3,4,5,5,8,1,5,5,4,4,32,5,4
3652,5,4,5,2,1,1,5,6,3,3,11,2,4
3653,6,5,5,5,5,5,5,6,6,5,19,4,6
3654,4,5,2,2,2,2,2,2,4,-1,30,4,4
3655,3,5,5,5,1,2,2,6,2,6,16,4,4
3656,4,2,2,3,2,2,4,1,1,1,25,4,6
3657,6,5,5,5,5,2,5,4,2,2,21,4,6
3659,6,5,5,5,5,5,5,6,6,3,18,3,4
3660,6,5,4,4,5,2,2,5,4,4,19,3,6
3661,5,4,5,8,8,8,8,5,4,5,-1,4,6
3662,6,5,5,2,2,2,5,6,1,1,15,4,6
3663,4,4,4,4,4,3,2,4,4,5,99,3,4
3664,6,2,5,1,2,1,2,2,2,5,11,5,6
3665,6,5,5,1,2,1,2,6,5,5,14,5,6
3666,6,5,5,3,2,2,2,4,5,3,18,4,6
3667,3,1,4,2,4,4,4,8,2,6,10,4,5
3668,6,5,5,5,5,5,5,5,1,1,8,4,6
3669,6,4,2,5,1,5,5,-1,3,5,31,2,6
3670,5,4,4,3,3,2,2,5,1,1,21,3,3
3671,5,4,4,1,5,8,4,6,1,5,18,5,5
3672,6,5,5,5,5,5,5,2,4,2,14,3,4
3673,-1,4,4,3,2,3,4,3,3,2,18,3,3
3674,6,5,5,5,5,1,1,6,6,6,11,5,1
3675,6,5,5,5,5,5,5,6,1,1,13,4,6
3676,1,2,2,2,1,2,1,-1,-1,-1,11,5,-1
3677,6,5,5,2,2,4,5,6,1,1,14,4,6
3678,1,4,3,1,1,3,1,6,1,3,26,3,1
3679,6,4,4,4,4,4,4,6,1,1,20,4,6
3680,5,1,3,2,2,2,1,3,4,5,21,4,6
3681,1,3,3,1,1,1,4,3,1,1,16,3,1
3682,6,4,5,8,4,8,5,6,-1,4,11,-1,-1
3683,6,5,4,5,2,2,1,6,2,3,16,2,3
3684,1,1,2,1,1,1,2,8,1,1,38,5,6
3685,2,4,4,2,2,1,3,5,2,4,10,4,5
3686,4,-1,2,3,2,2,-1,2,1,2,16,4,2
3687,4,5,5,5,5,5,5,6,3,4,16,4,6
3688,2,5,5,5,5,5,5,6,3,3,17,3,6
3689,5,5,5,5,5,3,5,6,3,2,23,4,6
3690,4,5,4,5,2,2,4,5,4,3,31,2,3
3691,6,5,5,8,4,3,4,5,3,1,26,5,5
3692,6,2,4,8,1,2,4,6,4,3,27,5,6
3693,5,5,5,1,1,2,5,6,5,4,31,4,5
3694,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,99,4,4
3695,4,4,5,1,2,2,2,3,2,5,23,3,5
3696,6,5,5,8,5,5,5,5,2,3,4,2,2
3697,4,1,4,4,1,1,1,3,1,5,25,2,6
3698,6,5,5,2,2,1,2,4,4,1,51,3,3
3699,5,4,5,5,8,2,4,2,4,5,10,4,6
3700,2,2,5,2,2,2,2,2,3,4,12,4,2
3701,4,2,5,1,2,1,2,2,4,4,12,2,4
3702,6,4,5,8,5,2,4,3,1,1,21,4,6
3703,2,5,5,5,5,5,5,6,3,3,13,3,3
3704,6,5,5,8,5,8,8,5,3,5,5,4,5
3705,1,5,5,5,5,5,5,4,1,4,5,5,6
3706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3707,6,4,4,2,2,2,4,6,4,5,18,4,6
3708,3,4,5,2,5,1,4,5,1,4,12,4,4
3709,6,5,5,5,5,5,5,5,3,4,7,4,6
3710,1,1,5,1,1,1,5,6,1,4,19,4,5
3711,6,5,5,5,5,5,3,4,5,5,7,5,1
3712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3713,6,5,5,5,4,4,5,6,6,6,12,5,6
3714,3,2,2,1,1,1,1,5,1,3,15,5,6
3715,-1,2,1,1,1,1,2,5,2,2,16,4,6
3716,6,5,5,1,5,5,5,3,4,2,25,4,3
3717,5,5,5,5,5,5,5,6,1,1,38,4,5
3718,6,2,5,1,2,1,4,4,1,1,25,5,6
3719,6,2,2,1,2,1,2,4,1,1,5,4,6
3720,6,4,4,3,1,1,4,1,4,3,15,4,6
3721,5,3,4,8,1,1,5,4,4,4,26,4,5
3722,6,5,5,5,5,5,5,6,1,1,18,5,6
3723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3724,5,5,5,5,5,5,5,5,2,5,5,4,6
3725,1,4,4,4,4,2,2,4,3,3,18,5,6
3726,6,5,5,5,5,5,5,6,1,5,10,5,6
3727,2,3,3,3,3,3,3,3,2,3,99,3,4
3728,4,4,5,3,3,2,4,3,3,5,16,3,4
3729,1,5,1,1,1,1,1,1,1,1,-1,5,6
3730,6,5,5,5,5,5,5,4,3,4,6,3,6
3731,6,5,5,2,5,2,2,4,1,1,16,5,6
3732,6,1,1,3,2,2,8,6,1,1,7,2,6
3733,5,4,5,4,3,3,3,6,1,3,20,4,6
3734,5,3,4,1,2,1,1,4,3,6,16,5,5
3735,5,4,4,2,4,2,8,1,1,3,9,4,6
3736,6,1,2,1,1,1,2,8,4,4,21,2,3
3737,4,2,4,2,2,2,2,4,2,3,12,4,5
3738,3,5,3,5,1,3,2,6,2,1,19,4,5
3739,6,3,5,5,8,8,5,6,1,1,10,5,1
3740,3,2,2,2,2,2,1,1,2,3,11,4,6
3741,3,5,5,5,5,5,5,3,5,5,13,4,6
3742,4,1,2,2,2,2,2,1,6,6,3,4,5
3743,6,2,4,8,4,3,2,2,3,5,18,3,4
3744,6,4,4,3,2,2,5,4,1,2,15,4,6
3745,5,2,4,1,2,1,4,-1,3,3,9,4,6
3746,4,5,5,1,1,1,3,4,4,4,25,4,4
3747,6,4,5,5,5,2,4,6,2,2,20,4,6
3748,1,2,2,1,4,2,1,6,1,1,17,5,6
3749,6,5,5,5,5,5,5,6,3,2,18,5,6
3750,6,5,5,5,5,5,5,6,1,1,15,4,4
3751,5,3,4,1,1,1,3,3,3,3,13,1,3
3752,4,5,5,5,5,5,5,6,1,6,14,3,4
3753,1,2,2,8,2,8,8,1,1,1,30,4,1
3754,6,2,2,1,2,1,2,5,3,5,18,4,6
3755,6,2,5,1,3,1,5,4,1,2,16,5,6
3756,6,2,5,2,4,2,4,6,1,2,18,4,1
3757,3,4,3,2,2,1,8,4,1,1,19,4,3
3758,5,4,5,8,4,4,5,6,4,4,9,4,6
3759,4,1,5,1,1,1,4,1,1,3,15,4,6
3760,5,3,3,3,3,3,3,5,4,4,-1,3,3
3761,6,3,4,1,1,2,4,6,6,1,17,-1,6
3762,3,2,3,1,2,3,3,3,4,3,10,4,4
3763,2,1,2,2,1,1,2,8,1,4,-1,4,5
3764,3,3,3,3,3,3,3,4,3,2,20,3,4
3765,6,5,5,5,5,5,5,6,1,5,-1,3,5
3766,6,2,2,1,1,2,2,5,2,3,11,5,5
3767,3,2,2,3,3,3,3,3,-1,5,-1,4,3
3768,3,3,2,4,3,2,2,6,4,6,17,3,3
3769,5,5,5,5,5,5,5,6,6,6,-1,5,5
3770,6,5,5,2,5,5,5,6,3,5,20,4,6
3771,6,4,4,3,4,4,4,6,5,4,16,5,6
3772,4,5,4,2,2,2,2,4,3,3,20,4,4
3773,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,18,2,3
3774,4,4,4,3,2,2,4,4,5,5,4,5,5
3775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
3776,6,5,5,8,5,5,5,6,4,-1,8,4,6
3777,6,5,5,1,5,5,5,1,1,1,10,3,6
3778,6,5,5,5,5,5,5,6,4,4,18,4,6
3779,3,8,8,8,8,8,8,6,3,1,-1,2,3
3780,6,5,5,5,5,5,5,6,1,1,18,4,6
3781,3,2,4,1,2,1,4,6,1,3,19,4,3
3782,4,5,4,4,4,4,4,6,4,4,14,4,5
3783,4,2,2,2,2,2,2,3,3,4,20,3,4
3784,1,2,2,1,2,2,5,6,4,2,19,5,6
3785,3,2,3,1,1,1,1,6,1,1,15,3,4
3786,4,3,3,3,3,3,3,4,4,4,-1,3,4
3787,3,1,-1,1,2,2,2,1,1,3,99,3,3
3788,-1,4,4,4,4,5,4,3,3,3,-1,-1,-1
3789,6,2,2,2,2,2,2,3,3,3,18,3,3
3790,3,2,4,1,2,2,3,4,1,3,14,4,4
3791,5,2,3,1,2,2,5,4,2,2,15,4,5
3792,5,2,2,5,2,2,2,6,3,3,21,3,3
3793,1,-1,2,3,3,2,4,5,3,2,18,5,2
3794,5,3,2,3,2,-1,3,4,4,3,-1,2,2
3795,1,4,4,4,4,8,8,6,1,1,-1,4,1
3796,2,1,4,1,2,1,2,2,2,2,-1,3,3
3797,1,8,8,8,8,8,8,6,1,1,-1,4,6
3798,5,2,5,1,1,1,1,4,2,2,28,3,5
3799,6,4,4,3,5,5,5,6,5,5,18,4,5
3800,6,2,4,1,3,2,4,3,4,1,15,5,1
3801,3,2,2,1,1,-1,-1,3,4,4,23,4,4
3802,1,3,5,1,2,1,5,5,4,3,11,3,4
3803,6,5,5,5,4,2,5,3,4,5,29,3,6
3804,1,1,1,1,1,1,1,6,1,1,10,2,6
3805,3,1,1,1,1,1,1,3,3,5,-1,4,4
3806,5,5,5,5,5,5,5,4,5,5,13,4,6
3807,4,2,1,1,1,1,3,3,6,6,16,5,6
3808,6,5,5,5,5,5,5,4,6,4,23,4,5
3809,5,5,5,4,4,4,3,4,4,4,7,4,5
3810,-1,2,2,2,2,2,2,6,4,4,16,4,3
3811,4,1,2,3,1,1,1,3,-1,1,13,3,1
3812,6,5,5,5,5,5,5,4,4,5,13,4,6
3813,5,2,4,2,2,4,4,4,1,2,23,4,5
3814,1,1,3,1,8,8,4,1,6,6,17,4,1
3815,3,3,3,2,1,1,3,6,1,1,24,4,4
3816,6,4,4,2,4,5,4,6,4,4,5,4,6
3817,4,5,5,2,5,4,4,6,2,2,16,2,4
3818,2,1,2,1,1,1,2,1,5,1,31,4,6
3819,6,5,5,5,5,5,5,5,1,3,10,4,5
3820,4,2,2,1,2,1,2,8,3,5,45,4,6
3821,6,5,5,1,5,5,5,5,5,6,18,4,6
3822,6,5,5,8,4,1,5,6,4,5,13,2,6
3823,4,5,5,5,5,5,5,6,2,4,21,2,2
3824,3,5,5,8,5,5,5,6,1,4,17,4,1
3825,3,2,3,3,3,3,4,1,4,1,23,2,1
3826,5,4,5,8,5,5,5,5,1,1,18,4,3
3827,4,5,2,1,2,1,2,4,2,4,19,2,4
3828,2,8,8,8,8,8,8,8,1,1,-1,4,2
3829,6,4,4,5,4,2,2,3,2,6,12,2,6
3830,5,4,5,8,8,8,8,5,4,4,10,4,4
3831,6,5,5,2,5,5,5,6,3,5,13,3,6
3832,3,1,1,1,1,1,1,8,6,6,15,1,4
3833,5,5,5,5,5,5,5,4,2,6,7,3,5
3834,6,2,2,5,2,2,5,5,2,3,32,4,5
3835,4,4,4,1,2,1,2,5,1,2,-1,2,6
3836,2,2,2,1,2,2,2,1,1,1,-1,1,2
3837,3,5,5,1,5,5,1,1,2,2,17,3,3
