,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f
4546,4,4,6,2,3,1,6,1,6,4,2,2,6,1,6,1,1,1,1,1,1,2,1,4,6,1,3,2,3,-1,6,1,2,2,3,-1,6,1,2
4547,6,4,6,3,3,1,6,1,6,4,3,3,6,1,6,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4548,1,1,1,3,-1,1,6,1,6,6,6,6,3,3,3,2,2,2,2,2,2,1,1,6,6,6,1,1,1,6,6,6,1,1,1,1,1,1,1
4549,6,6,4,-1,3,1,6,1,6,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
4550,3,2,2,-1,1,1,2,1,6,6,4,-1,5,6,6,1,1,1,1,1,1,4,-1,6,6,5,4,-1,-1,-1,-1,-1,-1,2,4,6,6,-1,6
4551,6,1,1,3,3,1,1,1,6,6,1,6,3,3,-1,2,2,2,2,2,2,1,1,6,6,1,3,1,1,1,3,3,3,2,-1,6,2,2,2
4552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4553,3,6,1,3,3,1,2,1,6,4,3,4,2,4,4,2,2,2,2,2,2,1,1,3,4,3,2,2,2,2,2,2,2,3,2,2,3,2,1
4554,1,6,-1,3,3,1,1,1,1,1,2,4,3,1,2,2,2,2,2,2,1,2,4,2,6,2,2,2,4,2,6,2,2,1,3,2,6,1,1
4555,4,6,4,3,1,1,1,1,6,5,2,5,5,5,5,2,2,2,1,2,1,1,2,4,6,1,2,1,2,4,6,1,2,1,2,4,6,1,2
4556,3,6,5,1,2,1,6,1,6,6,6,6,2,6,6,2,2,2,2,2,2,3,2,3,6,2,2,2,3,3,3,3,3,3,2,2,2,2,2
4557,3,6,1,2,1,1,1,1,6,6,6,6,1,2,1,1,1,1,2,1,2,1,3,2,6,2,2,2,3,2,6,2,2,2,2,2,4,1,2
4558,4,6,4,3,3,1,5,1,6,2,1,2,5,2,5,2,2,2,2,2,2,2,4,6,6,2,4,1,3,6,6,2,3,1,4,6,6,2,3
4559,1,7,7,3,-1,1,1,1,1,3,3,3,1,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1
4560,6,6,4,3,3,1,6,1,5,5,5,5,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,2,2,1,2,1,1,2,3,2,3
4561,2,6,4,2,2,1,4,1,5,1,1,2,3,3,3,2,2,2,2,2,2,3,2,-1,4,2,6,3,4,6,2,2,5,3,3,3,5,5,6
4562,4,6,6,-1,3,1,6,1,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,3,3,4,3,2,3,2,2,2,2,2,3,2,3,3,3
4563,6,2,6,2,-1,1,6,1,6,6,1,6,6,6,6,2,1,1,1,1,2,1,2,3,6,1,2,1,1,5,2,6,1,1,1,1,1,1,1
4564,2,5,3,-1,-1,1,4,1,6,2,4,3,6,5,2,3,2,2,8,8,8,2,6,1,6,1,1,1,1,2,2,1,1,2,2,1,2,1,1
4565,3,5,5,3,2,1,5,1,6,5,5,6,2,3,3,1,1,1,1,1,1,2,2,5,4,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4566,2,5,4,1,1,1,3,1,3,3,3,4,3,4,2,2,1,2,1,1,1,3,3,2,6,4,6,3,1,2,6,2,3,2,2,1,6,3,2
4567,1,-1,3,1,-1,1,1,1,5,5,5,6,2,3,4,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1
4568,4,2,1,2,2,1,1,1,6,3,3,6,3,6,6,2,2,2,2,2,2,2,3,5,6,3,4,2,3,2,3,2,4,3,3,3,6,3,4
4569,6,2,1,2,2,1,1,1,6,5,3,6,3,5,5,1,1,1,1,1,1,1,3,5,5,2,2,1,3,5,5,2,2,1,3,5,5,2,2
4570,1,6,5,3,2,1,4,1,6,6,6,6,4,6,6,2,2,2,2,2,3,2,4,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1
4571,5,6,6,2,4,1,6,1,6,6,6,5,3,4,4,2,1,1,1,2,2,3,2,4,2,1,6,6,6,6,4,4,6,6,6,6,4,1,6
4572,1,4,6,2,3,1,6,1,6,5,6,6,2,5,5,2,2,1,1,1,2,4,4,4,6,4,2,3,2,1,4,1,1,2,2,2,2,2,2
4573,2,5,4,3,-1,1,6,1,6,6,4,5,2,4,2,2,2,8,8,8,2,1,1,1,2,1,3,1,1,1,2,1,2,1,1,1,2,1,2
4574,2,7,7,3,-1,1,3,1,4,2,2,3,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4575,3,4,3,2,-1,1,3,-1,6,5,3,4,3,3,3,2,2,2,1,2,1,1,1,6,6,1,2,2,2,6,6,1,4,1,1,-1,4,1,2
4576,1,7,7,-1,-1,-1,3,1,6,4,2,6,1,1,2,-1,-1,-1,-1,-1,-1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2
4577,6,6,5,2,1,1,6,1,6,4,4,4,2,2,2,2,2,2,-1,1,1,2,2,5,6,1,5,1,2,2,2,2,2,2,2,2,2,2,2
4578,1,6,5,-1,-1,1,5,1,6,2,2,3,4,6,6,2,2,2,2,2,2,2,4,5,6,1,2,-1,-1,-1,-1,-1,-1,1,4,-1,6,1,-1
4579,1,3,4,3,2,1,1,1,1,6,6,6,2,3,4,1,2,1,2,8,2,2,3,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2
4580,1,1,2,2,2,1,1,1,2,5,2,6,3,4,3,1,1,1,1,1,1,3,3,6,6,2,1,1,1,1,1,1,1,2,1,1,1,1,1
4581,6,6,4,3,3,1,1,1,6,2,2,4,3,2,5,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4582,2,4,4,-1,-1,-1,1,1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,2,5,-1,6,6,6,3,-1,6,6,6,6,-1,-1,-1,-1,-1,-1
4583,6,3,2,3,-1,-1,1,1,1,1,1,1,4,-1,6,1,1,1,1,1,1,2,1,1,6,1,2,1,2,1,6,1,2,1,1,1,6,1,2
4585,6,3,3,2,3,1,1,1,6,4,5,5,3,3,5,1,1,2,1,1,2,3,6,6,6,6,6,5,3,6,6,3,5,3,3,6,6,4,4
4586,4,2,2,-1,-1,1,1,1,1,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,3,1,2,1,2,2,2,-1,2,1,2,1,1,1,1
4587,3,6,4,1,2,1,3,1,6,2,3,3,4,3,4,2,2,2,3,2,2,3,2,6,2,4,3,2,1,3,3,4,3,2,3,3,3,4,3
4588,3,2,2,2,1,1,4,1,5,3,1,3,2,2,5,2,2,2,2,2,2,2,2,2,5,5,1,2,2,2,2,2,1,2,2,2,2,2,2
4589,1,3,3,-1,-1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,5,4,3,1,1,2,3,2,3,1
4590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4591,6,3,6,4,1,1,6,1,6,6,2,6,6,5,6,1,2,1,1,1,1,1,5,4,6,6,6,1,1,2,2,3,2,1,2,2,2,1,2
4592,1,6,4,3,1,1,2,1,6,6,6,6,2,6,6,2,2,1,1,1,2,3,3,3,6,2,2,2,2,2,3,1,1,1,2,2,3,1,1
4593,4,6,3,2,4,1,1,1,1,1,1,3,6,3,6,2,1,2,1,1,1,1,3,4,6,1,1,1,3,4,6,1,1,1,3,4,6,1,1
4594,3,6,6,2,-1,1,3,1,6,4,4,6,4,5,6,2,2,2,2,2,2,1,5,6,6,5,5,2,4,2,5,5,4,1,4,2,4,4,1
4595,2,3,1,-1,3,1,6,1,6,2,4,3,4,6,6,2,2,2,2,2,2,1,2,2,5,4,4,1,2,2,5,4,4,1,2,2,4,2,2
4596,1,4,2,3,3,1,4,1,5,5,2,6,5,3,5,2,2,2,2,2,2,1,2,4,6,1,1,1,2,4,6,1,1,1,2,4,6,1,1
4597,6,5,5,4,4,1,6,1,6,4,2,6,6,6,6,1,2,3,1,2,2,1,2,5,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1
4598,1,4,5,3,-1,1,1,1,6,3,6,6,6,6,6,1,1,1,1,1,1,2,6,6,6,6,6,4,6,6,-1,1,1,1,1,1,1,1,1
4599,3,3,3,3,3,1,6,1,6,6,6,6,3,6,6,2,2,2,8,8,2,4,5,6,6,1,2,4,5,6,6,1,2,5,5,6,6,1,1
4600,2,1,1,-1,-1,1,1,1,6,3,2,5,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
4601,3,1,1,-1,-1,1,-1,1,6,3,1,3,3,3,3,2,2,2,2,2,2,1,2,4,1,2,2,1,2,2,1,1,2,1,-1,3,1,1,2
4602,5,3,3,1,1,1,2,1,6,6,1,6,3,3,2,2,2,2,2,2,2,5,4,6,6,6,4,5,4,6,6,6,6,4,3,3,6,1,2
4603,1,4,3,4,-1,1,6,1,6,6,4,6,6,6,6,2,2,2,2,2,2,1,5,6,6,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4604,1,7,7,1,1,-1,1,1,4,6,4,6,1,6,4,1,1,1,1,1,1,3,5,6,6,2,2,3,4,5,6,2,2,1,5,2,4,1,2
4605,6,6,4,2,-1,1,6,1,6,3,3,5,2,5,5,2,1,1,1,1,1,2,2,2,6,2,2,2,2,4,6,2,1,2,2,3,6,2,1
4607,3,4,6,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1
4608,2,2,2,2,1,1,3,1,3,6,5,6,3,6,4,1,1,2,2,1,1,2,5,5,6,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4609,1,2,2,3,1,1,1,1,6,6,2,6,3,6,3,1,1,2,1,8,1,2,1,2,3,1,1,1,1,1,3,1,1,1,1,1,2,1,1
4610,6,6,6,1,2,0,1,1,1,6,2,6,1,5,3,1,2,2,1,1,2,1,2,6,6,1,6,1,2,6,6,1,2,1,1,2,2,1,1
4611,6,3,2,3,3,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6,3,2,3,3,3,3,3,3,1,1,2,2,1,1
4612,1,6,5,4,-1,1,3,1,6,2,3,4,4,6,6,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1
4613,3,4,4,2,-1,1,2,1,6,4,6,-1,3,3,5,-1,-1,-1,-1,-1,1,3,3,6,6,6,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4614,5,3,2,3,-1,1,1,1,6,4,5,4,2,6,3,8,8,8,8,8,8,1,3,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4615,2,3,2,3,2,1,5,-1,6,6,4,-1,6,6,6,1,2,2,1,2,1,4,6,3,4,3,4,3,5,3,4,3,4,4,4,3,3,3,3
4616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4617,5,6,6,4,3,1,5,1,6,6,6,5,5,5,5,1,1,1,1,1,1,2,3,-1,2,3,2,3,3,3,3,3,3,5,4,4,4,4,4
4618,4,6,6,3,3,1,6,1,6,6,6,6,6,1,6,8,1,8,3,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4619,2,2,6,3,1,1,6,1,6,1,1,6,6,6,6,1,1,1,2,1,1,2,6,6,6,1,6,1,6,6,6,1,6,1,6,6,6,1,6
4620,2,5,6,2,-1,1,2,1,3,4,6,5,5,5,5,2,1,1,2,2,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4621,6,1,1,2,2,1,2,1,6,3,3,3,2,3,2,2,1,1,8,8,1,2,2,4,4,2,2,2,2,2,1,1,2,1,1,1,1,1,1
4622,5,3,2,3,2,1,4,1,3,6,6,6,5,5,5,1,1,1,1,1,2,2,4,4,6,2,3,2,2,2,2,1,2,2,2,2,2,1,2
4623,4,6,5,3,4,1,4,1,5,2,2,3,4,4,4,1,1,1,1,1,1,2,3,5,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1
4624,1,6,6,3,3,1,-1,1,6,1,4,1,6,6,6,1,1,1,3,3,2,2,1,2,3,2,2,1,2,3,2,1,2,1,1,1,2,2,1
4625,6,6,5,3,-1,1,6,-1,6,6,3,6,6,6,6,2,2,1,1,1,1,4,4,4,6,6,3,4,4,4,6,6,4,4,4,6,6,6,6
4626,3,5,5,4,3,1,2,1,4,2,2,5,4,6,6,2,2,2,2,2,2,2,3,1,2,1,1,2,3,1,2,1,1,2,3,1,2,1,1
4627,1,2,2,3,2,1,1,1,4,4,5,6,1,3,4,1,1,1,1,1,1,2,2,5,6,1,2,2,2,5,6,1,2,5,1,1,1,1,1
4628,1,6,5,1,1,1,1,1,3,4,2,4,3,4,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4629,1,7,7,3,1,1,6,1,6,6,6,6,1,6,3,2,2,2,2,2,2,1,1,6,6,6,1,1,1,6,6,6,1,1,1,6,6,6,1
4630,3,3,2,2,1,1,1,1,3,3,1,3,3,3,3,2,1,1,1,1,2,1,2,5,1,2,2,3,2,5,6,2,2,1,2,4,2,2,2
4631,5,6,6,4,2,1,6,1,3,6,6,6,4,6,6,1,1,1,2,2,2,2,4,5,5,2,2,2,4,4,5,2,2,2,2,4,5,2,2
4632,6,5,4,2,2,1,5,1,6,4,4,5,3,5,6,2,2,2,2,2,2,2,2,4,6,1,3,1,2,2,4,1,1,1,1,2,1,1,1
4633,1,7,7,2,3,1,2,1,4,2,2,5,6,5,4,2,2,2,2,1,1,2,5,6,6,4,2,2,2,4,5,1,2,1,2,3,5,4,1
4634,2,5,6,1,1,1,1,1,6,6,1,6,1,2,5,1,1,1,1,1,3,2,2,5,5,1,2,2,2,3,4,1,2,2,2,2,2,1,2
4635,2,4,4,3,2,1,1,1,6,3,2,6,3,4,6,1,1,2,1,-1,2,2,2,4,4,1,2,2,3,1,2,1,2,2,2,1,1,1,2
4636,6,4,4,2,3,1,2,1,6,6,2,3,3,2,3,2,2,2,1,1,2,2,2,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1
4637,2,6,4,2,1,1,3,1,5,6,5,-1,4,4,4,-1,-1,-1,-1,-1,-1,3,3,3,2,2,2,3,3,2,2,2,2,-1,-1,-1,-1,-1,-1
4638,2,1,3,2,-1,1,1,1,4,2,6,4,4,3,6,8,8,8,8,8,1,2,5,4,6,1,2,1,2,1,6,1,1,1,2,1,6,1,1
4639,1,6,6,-1,-1,1,6,1,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,5,5,6,6,6,4,5,5,6,6,6,4,-1,-1,-1,-1,-1,-1
4640,1,-1,6,2,2,1,3,1,4,5,6,-1,2,5,6,-1,-1,-1,-1,-1,-1,2,3,6,6,1,2,1,2,2,1,1,1,1,1,2,1,1,1
4641,1,1,1,1,-1,1,4,1,4,6,2,-1,4,6,6,1,2,1,1,-1,-1,2,2,6,6,5,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4642,2,3,3,3,2,1,1,1,1,6,6,6,3,6,6,1,1,1,1,2,1,2,2,4,5,4,4,3,3,5,6,1,2,2,2,4,5,1,2
4643,6,5,4,3,2,1,4,1,5,6,6,5,4,4,4,2,1,1,2,2,2,2,5,5,5,1,2,2,4,3,4,1,2,2,5,4,4,1,2
4644,2,5,4,1,1,1,6,1,6,6,6,6,3,6,6,1,1,1,1,1,1,3,3,5,6,2,2,3,3,5,6,2,2,1,2,5,5,1,2
4645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4647,2,1,3,3,2,1,4,1,6,6,4,6,5,5,5,1,1,1,1,1,2,2,4,5,6,1,2,1,4,2,3,1,2,2,3,2,3,1,1
4648,6,6,6,2,2,1,5,1,6,4,4,6,5,4,6,1,1,1,1,1,1,3,4,6,6,6,6,2,4,6,6,6,6,2,2,6,6,6,6
4649,4,3,5,2,1,1,3,1,6,6,6,6,3,6,6,1,2,1,1,1,2,4,3,5,5,3,3,2,2,4,5,3,2,1,1,2,2,1,1
4650,2,2,2,-1,3,1,2,1,6,4,4,6,3,5,5,2,2,2,2,2,2,2,3,4,6,1,3,1,2,3,3,1,2,2,2,2,2,1,2
4651,1,4,4,1,1,1,3,1,1,6,1,5,1,4,5,1,1,1,1,1,1,1,4,3,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1
4652,2,6,4,1,1,1,1,1,6,3,2,2,1,1,4,1,1,1,1,1,1,2,-1,4,2,3,-1,2,2,3,1,2,1,2,2,2,2,1,2
4653,3,2,5,1,1,1,2,1,2,4,2,4,3,4,3,1,1,1,2,1,3,4,5,6,6,1,4,2,2,6,6,1,4,2,2,6,6,1,4
4654,1,-1,-1,-1,1,1,1,1,6,1,5,6,2,3,3,1,2,2,3,8,8,1,2,3,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1
4655,1,7,7,-1,1,1,3,1,3,5,5,5,2,2,2,1,2,2,1,1,2,2,3,4,1,1,3,1,2,2,1,1,2,1,1,2,1,1,1
4656,6,1,1,1,1,1,2,1,5,6,3,6,5,5,6,1,1,1,1,1,2,3,5,4,5,3,2,2,2,2,5,3,1,1,1,2,3,2,1
4657,2,6,5,2,2,1,3,1,5,5,4,4,2,5,5,1,2,1,1,1,1,2,3,5,6,4,4,2,2,4,4,3,4,-1,-1,-1,-1,-1,-1
4658,1,1,1,2,1,1,1,1,3,5,2,6,6,6,6,1,1,1,1,1,3,1,2,4,3,3,4,2,2,1,3,3,4,1,2,1,2,2,4
4659,6,1,1,4,4,1,4,1,6,6,3,6,6,6,6,1,2,2,2,2,2,3,4,6,6,6,3,5,5,5,5,4,3,3,3,6,6,6,6
4660,1,2,2,1,1,1,2,1,3,5,5,5,2,2,4,1,1,1,1,1,1,3,4,6,6,2,3,1,1,3,3,1,2,2,2,2,3,1,3
4661,6,1,1,2,2,1,1,1,6,4,2,4,4,4,4,1,1,1,1,1,1,1,6,6,6,5,2,1,6,6,6,6,2,1,6,6,6,6,2
4662,1,1,1,1,1,1,1,1,2,6,2,4,5,2,6,1,1,1,1,1,2,2,5,4,3,6,3,2,4,3,1,3,2,2,4,3,1,3,2
4663,3,3,2,3,3,1,1,1,4,3,3,3,4,4,5,2,2,2,2,2,2,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1
4664,1,7,7,3,2,1,1,1,1,6,4,5,4,4,4,1,1,2,2,2,2,2,4,4,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1
4665,1,3,4,2,-1,1,1,1,3,6,3,4,1,6,6,1,1,1,1,1,1,1,3,5,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1
4666,1,1,1,1,1,1,6,1,6,6,5,4,5,6,6,1,1,1,1,1,1,2,3,3,2,1,2,1,2,1,1,1,1,-1,-1,-1,-1,-1,-1
4667,2,4,2,3,1,1,1,1,5,6,6,6,2,3,4,2,2,2,8,8,2,1,2,4,2,1,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1
4668,1,1,1,-1,-1,1,6,1,6,5,1,6,5,5,5,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4669,1,3,2,3,-1,1,2,1,6,6,4,5,2,5,5,1,1,2,1,2,2,3,5,2,6,5,2,2,3,1,3,1,1,1,2,1,1,2,1
4670,1,4,-1,3,3,1,2,1,6,3,3,3,3,3,6,2,2,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2,3,3,3,3,3,3
4671,1,1,1,3,2,1,1,1,3,2,1,3,5,4,6,8,8,2,8,8,1,3,4,4,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1
4672,1,2,2,2,1,1,5,1,6,1,6,3,2,1,1,1,1,2,1,1,2,3,4,5,6,2,1,1,1,1,3,1,1,1,1,1,3,1,1
4673,2,2,2,1,2,1,2,1,6,6,3,6,3,3,4,2,2,2,2,2,2,2,2,6,6,6,2,1,2,2,2,2,1,1,1,1,1,1,1
4674,2,3,5,-1,-1,1,3,1,6,4,2,4,2,4,4,-1,-1,-1,-1,-1,-1,2,3,2,4,1,1,1,3,1,3,1,2,1,2,1,3,1,1
4675,2,1,1,1,1,1,1,1,4,6,3,6,3,6,5,1,1,1,1,1,1,2,3,5,4,3,2,2,2,3,3,1,2,2,2,3,3,1,2
4676,1,1,1,2,2,1,6,1,6,5,5,5,4,5,3,1,1,1,8,8,2,1,2,2,4,1,1,2,2,2,3,1,1,1,2,2,3,1,1
4677,6,2,2,3,2,1,2,1,4,5,4,5,5,5,6,1,1,2,1,1,2,2,4,2,2,2,2,2,3,3,3,3,2,1,4,2,2,4,2
4678,1,7,7,-1,-1,1,1,1,6,6,1,4,5,3,4,-1,-1,-1,-1,-1,-1,1,1,5,5,1,2,1,1,4,1,1,1,1,4,4,4,1,1
4679,3,2,3,3,-1,1,1,1,6,4,3,6,3,6,6,1,1,1,1,1,2,1,3,5,6,1,2,1,3,2,4,1,2,1,3,3,5,1,2
4680,6,6,6,4,4,1,-1,1,4,5,-1,3,5,5,5,1,1,1,1,1,1,3,3,3,-1,2,6,6,6,6,-1,-1,6,3,3,3,-1,-1,-1
4681,2,2,2,3,2,1,4,1,6,5,4,4,3,4,4,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
4682,1,3,2,-1,-1,1,1,1,3,4,4,4,2,3,3,2,8,2,8,8,2,2,2,2,6,2,2,1,1,1,6,-1,1,2,2,2,5,1,1
4683,6,5,5,3,1,1,1,1,6,1,1,6,4,6,6,2,2,2,2,2,2,2,4,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1
4684,3,3,3,3,2,1,2,1,5,2,3,3,2,5,6,2,2,2,1,2,1,2,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4685,2,1,1,3,5,1,4,1,-1,1,6,2,6,2,3,1,2,-1,1,1,1,1,1,6,1,2,1,1,1,4,1,2,2,1,2,2,1,4,1
4686,2,1,6,3,3,1,6,1,3,3,1,5,3,5,3,8,8,8,8,8,8,1,4,3,4,1,2,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
4687,4,7,7,3,-1,1,1,1,4,3,3,3,1,1,1,1,1,1,1,1,1,2,2,3,6,4,4,3,3,3,3,3,3,1,1,1,1,1,1
4688,6,4,3,2,2,1,4,1,6,3,1,4,4,4,6,2,2,2,1,1,1,1,2,3,6,3,1,2,1,2,6,3,2,-1,-1,-1,-1,-1,-1
4689,6,6,-1,3,2,1,4,1,6,3,3,3,5,4,4,2,2,1,1,2,2,3,6,6,6,6,4,5,6,6,6,5,4,4,6,6,6,5,4
4690,5,6,6,1,1,1,2,1,6,5,3,3,2,6,3,1,1,1,1,1,1,2,4,6,4,1,4,4,3,5,4,1,3,2,2,4,3,1,3
4691,3,4,5,-1,2,1,3,1,4,2,3,6,6,6,6,1,1,1,2,2,1,1,4,6,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4692,4,3,1,2,2,1,3,1,3,4,3,-1,5,5,5,2,2,1,2,2,2,2,3,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
4693,3,-1,-1,1,1,1,4,1,6,6,3,6,3,4,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4694,3,7,7,3,-1,1,1,1,6,6,3,6,4,6,6,2,2,2,2,2,1,2,2,6,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1
4695,6,6,6,1,-1,1,6,1,6,3,1,3,6,1,3,2,2,2,2,2,2,1,1,6,6,4,4,1,1,6,6,5,3,3,3,3,3,3,3
4696,2,6,5,3,1,-1,1,-1,1,3,1,1,-1,6,6,1,1,1,2,1,2,2,1,2,1,6,4,-1,-1,-1,-1,-1,6,1,5,2,1,4,-1
4697,6,1,1,2,3,0,6,0,6,1,1,2,5,2,6,2,2,2,2,2,2,2,6,5,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1
4699,4,1,6,3,3,1,1,1,6,5,3,3,4,-1,-1,1,1,1,1,1,1,1,1,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1
4700,1,7,7,2,3,1,3,1,6,2,4,4,4,1,5,8,8,8,8,8,8,1,1,4,6,2,1,2,2,4,4,2,1,1,2,3,2,1,1
4701,3,2,5,1,2,1,2,1,6,4,4,4,5,5,5,1,1,1,1,1,1,4,4,6,6,3,3,4,3,6,6,2,2,2,4,6,6,1,4
4702,2,1,3,-1,1,1,5,1,6,5,2,2,6,5,5,8,8,2,2,2,2,2,3,3,3,3,3,3,2,4,4,2,2,3,3,2,3,2,2
4703,2,5,2,3,-1,1,1,1,1,2,3,2,4,5,3,2,2,2,2,2,2,1,2,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4704,2,3,6,-1,-1,1,3,-1,6,4,3,5,5,5,5,2,1,2,1,2,1,2,3,4,6,2,2,2,3,4,6,2,2,2,3,4,6,2,2
4705,4,3,3,3,3,1,3,1,6,5,3,5,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
4706,5,6,6,-1,-1,1,3,1,5,3,1,4,3,4,2,2,2,2,1,2,2,1,2,4,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4707,6,6,2,1,1,1,1,1,6,1,1,6,3,3,4,1,1,1,1,1,1,1,4,6,2,1,1,1,4,6,2,1,1,-1,-1,-1,-1,-1,-1
4708,1,1,2,-1,3,1,4,1,6,4,1,4,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
4709,4,6,6,2,-1,1,6,1,6,5,5,5,2,5,1,1,1,1,1,1,1,2,2,3,4,2,4,2,2,4,4,3,4,-1,-1,-1,-1,-1,-1
4710,1,1,6,2,2,1,1,1,6,6,1,6,3,3,3,2,2,1,1,1,1,1,1,6,6,1,2,4,4,6,6,1,2,2,2,2,2,2,2
