,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d
4670,1,1,1,1,1,7,7,4,1
4671,1,3,2,3,3,3,3,4,2
4672,1,1,1,3,4,-1,8,4,-1
4673,1,1,1,1,1,7,5,4,3
4674,2,2,3,3,2,7,7,4,1
4675,1,3,1,3,1,1,8,3,3
4676,3,3,3,3,3,2,7,4,1
4677,4,3,4,3,3,2,8,6,7
4678,3,3,2,-1,1,1,7,4,1
4679,4,4,4,4,4,1,-1,7,8
4680,-1,3,-1,-1,-1,-1,7,4,-1
4681,2,2,2,2,2,1,7,2,2
4682,4,2,3,4,3,8,8,3,2
4683,1,1,1,1,1,1,6,4,1
4684,1,1,1,3,3,5,5,5,1
4685,4,2,4,3,4,1,1,5,1
4686,1,3,2,3,2,1,1,4,3
4687,4,4,4,4,4,2,2,4,7
4688,1,1,2,3,3,-1,-1,3,2
4689,3,3,3,3,2,1,1,5,2
4690,3,2,2,2,-1,7,7,4,1
4691,4,4,4,-1,4,8,8,7,8
4692,4,4,4,4,4,2,2,7,8
4693,-1,-1,-1,-1,-1,-1,-1,4,1
4694,1,2,2,2,2,2,7,4,1
4695,4,4,4,4,4,1,7,7,-1
4696,4,4,4,4,-1,1,8,3,3
4697,2,2,1,1,1,8,7,2,3
4699,3,3,3,3,3,2,2,7,7
4700,4,4,3,3,3,8,8,4,7
4701,4,4,3,3,3,1,8,4,5
4702,2,2,1,1,1,1,-1,3,5
4703,1,4,1,1,4,7,8,6,1
4704,1,1,3,3,3,1,1,3,6
4705,4,3,4,3,3,1,7,4,1
4706,3,3,3,3,3,1,1,2,6
4707,2,2,2,2,2,1,7,4,2
4708,4,3,2,3,2,1,1,4,4
4709,4,4,4,4,4,8,7,4,1
4710,2,2,1,2,2,1,1,7,1
4711,1,1,1,3,1,1,8,4,1
4712,4,4,4,4,4,2,2,7,5
4713,2,4,2,2,3,8,8,1,1
4714,4,4,4,4,4,8,8,4,1
4715,4,4,4,4,4,8,8,7,6
4716,3,3,2,2,2,2,8,2,5
4717,3,3,2,2,2,2,2,5,2
4718,3,3,1,3,3,1,1,4,6
4719,4,4,4,2,4,2,3,4,7
4720,4,3,4,3,4,2,8,2,1
4721,4,4,2,2,1,1,1,7,2
4722,1,1,1,1,1,2,7,4,1
4723,4,3,3,2,3,2,2,5,4
4724,2,3,2,3,2,2,2,3,4
4725,2,2,2,3,2,1,7,5,2
4726,1,3,3,2,2,2,8,2,7
4727,1,1,1,1,1,8,7,4,1
4728,3,3,3,3,3,8,8,7,5
4729,1,1,1,1,1,5,5,4,1
4730,1,2,2,2,2,1,8,4,3
4731,3,3,2,3,4,8,7,1,3
4732,2,3,2,3,1,8,8,4,2
4733,1,2,2,3,2,8,7,1,1
4734,4,4,4,4,4,8,8,4,7
4735,2,2,2,2,2,2,7,4,2
4736,3,4,3,3,3,1,1,4,7
4737,2,2,1,1,1,6,6,2,2
4738,4,4,4,4,3,1,8,5,7
4739,3,2,2,3,2,2,2,4,3
4740,2,3,2,3,3,8,7,4,2
4741,4,3,2,2,2,2,7,4,3
4742,3,3,3,3,3,2,2,3,4
4743,3,3,3,3,3,2,2,4,6
4744,3,2,1,1,1,1,1,4,2
4745,3,1,3,3,1,8,8,7,6
4746,2,-1,3,2,2,2,7,4,2
4747,3,2,2,-1,-1,1,7,4,2
4748,4,4,4,4,3,1,1,4,7
4749,4,4,4,4,4,8,8,-1,-1
4750,1,1,1,1,1,8,8,4,2
4751,4,4,4,4,4,7,8,5,6
4752,3,3,-1,2,3,2,2,-1,-1
4753,4,4,4,4,3,3,3,4,7
4754,4,3,2,3,3,3,3,4,7
4755,3,4,1,3,4,2,7,6,4
4756,4,4,4,4,4,8,7,1,1
4757,4,4,2,4,4,8,8,4,4
4758,3,3,3,3,4,8,2,2,5
4759,2,2,2,3,2,2,7,2,3
4760,3,3,1,2,3,1,1,1,1
4761,4,3,3,3,2,1,8,4,8
4762,4,4,4,4,3,2,8,6,4
4763,4,4,4,4,4,1,1,6,8
4764,3,1,1,3,1,2,7,4,3
4765,2,2,2,3,3,8,8,4,6
4766,2,2,2,2,2,6,6,4,3
4767,4,4,4,4,4,8,8,1,4
4769,3,3,2,2,3,2,8,2,7
4770,4,4,4,4,4,2,2,4,8
4771,4,4,4,4,4,8,8,7,8
4772,3,3,3,3,2,2,2,6,6
4773,1,1,1,1,1,6,6,1,2
4774,1,1,1,1,1,8,8,4,6
4775,3,3,1,2,2,1,7,4,2
4776,1,1,1,3,1,-1,7,4,2
4777,3,3,3,3,3,2,2,4,3
4778,3,4,2,3,4,1,7,-1,-1
4779,3,1,1,1,1,-1,-1,1,8
4780,3,4,4,4,4,2,8,6,7
4781,1,1,1,1,1,7,7,1,1
4782,1,1,1,2,2,1,7,2,1
4783,2,3,1,3,3,7,7,4,5
4784,4,4,3,3,3,1,1,5,8
4785,2,2,1,2,1,2,7,4,3
4786,1,1,1,1,1,2,-1,4,-1
4787,4,4,4,4,4,6,6,4,8
4788,4,4,4,4,4,7,7,-1,-1
4789,1,1,1,1,1,6,6,7,-1
4790,3,3,2,2,3,-1,-1,4,5
4791,1,1,1,1,1,-1,-1,3,1
4792,1,2,1,3,1,3,1,4,2
4793,3,3,3,3,3,2,2,4,6
4794,4,4,3,4,4,6,-1,-1,-1
4795,4,4,4,4,4,8,8,1,8
4796,2,4,2,3,4,2,7,1,3
4797,2,3,1,-1,3,8,7,3,1
4798,4,4,4,4,4,2,2,5,8
4799,4,4,4,4,4,8,8,7,7
4800,1,1,1,1,1,8,8,-1,7
4801,4,4,4,-1,4,8,8,7,8
4802,3,3,3,3,3,8,8,1,6
4803,4,4,4,4,2,8,8,6,4
4804,2,2,3,3,3,7,7,4,7
4805,4,4,4,4,4,-1,-1,-1,6
4806,1,2,1,2,2,-1,7,4,1
4807,4,4,4,4,4,2,2,7,1
4808,4,4,4,4,4,-1,-1,7,3
4809,4,4,4,4,4,-1,-1,4,8
4810,-1,-1,-1,-1,-1,-1,-1,4,8
4811,3,4,4,4,4,-1,-1,4,7
4812,4,4,4,4,4,-1,-1,2,8
4813,2,3,3,3,3,1,1,-1,-1
4814,3,3,3,3,3,7,7,6,6
4815,3,4,2,3,4,8,8,7,5
4816,4,4,4,4,4,8,8,2,6
4817,4,4,4,4,4,8,8,1,8
4818,4,4,4,3,4,1,2,7,8
4819,4,4,4,4,4,7,8,3,8
4820,4,4,4,4,4,2,2,5,7
4821,1,1,1,1,1,1,7,4,2
4822,1,1,1,1,1,8,5,7,1
4823,4,4,4,4,4,8,2,1,4
4824,4,4,4,4,4,8,8,5,8
4825,4,4,4,4,4,1,2,-1,-1
4826,2,1,1,1,1,1,7,1,1
4827,4,4,4,4,4,8,8,4,4
4828,4,4,4,4,4,7,8,-1,-1
4829,3,2,2,4,2,-1,-1,3,4
4830,-1,-1,-1,-1,-1,-1,-1,7,8
4831,4,4,3,3,3,8,8,4,4
4832,4,4,4,4,4,2,2,7,8
4833,3,3,3,3,4,8,8,4,7
4834,4,4,4,4,4,1,1,4,4
4835,4,4,4,3,4,2,8,4,7
4836,3,3,2,2,2,8,8,4,3
4837,1,3,2,2,2,8,8,4,4
4838,4,4,4,4,4,7,1,5,8
4839,4,4,4,4,4,8,8,5,8
4840,4,4,3,4,4,2,2,4,5
4841,3,3,3,3,3,2,2,3,7
4842,1,1,2,2,2,7,7,1,1
4843,2,2,2,3,3,2,2,4,5
4844,3,3,3,2,3,2,2,3,4
4845,4,3,2,2,2,2,7,4,4
4846,2,2,1,3,2,8,8,1,3
4847,3,4,2,3,3,8,7,4,1
4848,4,4,3,3,4,2,2,3,6
4849,4,4,1,3,4,2,8,3,4
4850,4,3,2,3,3,-1,-1,1,4
4851,2,2,1,1,1,-1,-1,3,3
4852,3,4,2,3,2,1,1,-1,3
4853,4,4,3,3,3,-1,-1,4,7
4854,-1,-1,-1,-1,-1,-1,-1,5,5
4855,4,4,4,4,4,8,8,4,2
4856,4,4,4,4,4,1,2,1,8
4857,4,4,2,3,3,8,8,4,4
4858,1,1,1,1,1,8,8,4,8
4859,-1,3,3,3,3,8,8,3,8
4860,4,4,4,4,4,8,8,7,8
4861,4,4,4,4,4,8,8,-1,8
4862,4,4,4,4,4,8,8,4,8
4863,4,4,4,4,4,8,8,-1,8
4864,4,4,1,4,4,1,7,-1,1
4865,1,1,1,1,1,7,5,4,1
4866,4,4,4,4,4,8,8,4,3
4867,1,1,1,1,1,2,5,4,1
4868,4,4,3,3,4,8,8,6,8
4869,3,4,3,4,4,7,8,2,2
4870,4,4,3,3,4,8,8,5,7
4871,1,3,2,3,3,2,-1,1,1
4872,3,3,2,4,3,2,2,2,2
4873,4,4,4,4,4,2,8,4,8
4874,4,4,4,4,4,8,8,4,8
4875,4,4,4,4,4,2,2,1,8
4876,3,4,4,4,4,8,8,6,8
4877,4,4,3,3,3,-1,-1,4,-1
4878,4,4,4,4,4,-1,-1,1,6
4879,4,3,2,4,3,-1,-1,4,2
4880,4,3,4,4,4,2,8,3,8
4881,2,3,2,3,3,8,8,4,2
4882,4,3,4,2,4,8,8,6,1
4883,4,4,4,4,4,2,2,7,-1
4884,4,4,3,3,3,8,8,7,6
4885,3,3,3,3,3,2,2,1,1
4886,3,3,2,-1,3,1,8,4,3
4887,-1,-1,-1,-1,-1,7,7,-1,-1
4888,2,3,2,3,3,8,8,4,1
4889,4,4,4,4,4,8,8,4,7
4890,1,1,1,1,1,8,7,1,4
4891,4,4,2,4,4,8,7,4,7
4892,3,3,3,3,3,2,2,4,6
4893,4,4,4,4,3,2,2,5,7
4894,4,4,4,4,4,2,2,4,7
4895,4,4,3,4,4,2,2,4,7
4896,2,3,2,3,2,2,7,3,4
4897,-1,-1,-1,-1,-1,-1,7,1,3
4898,3,4,4,4,4,2,2,5,8
4899,4,4,4,4,4,2,2,6,8
4900,4,4,4,4,4,2,2,4,8
4901,3,3,3,4,3,2,2,4,5
4902,4,4,4,4,4,2,2,2,8
4903,3,4,4,4,4,2,2,4,8
4904,2,3,2,3,3,2,2,3,3
4905,-1,-1,-1,-1,-1,-1,-1,1,1
4906,3,2,2,2,2,2,7,4,3
4907,4,4,4,4,4,2,2,7,8
4908,4,4,4,4,4,8,8,7,8
4909,4,4,4,4,4,8,8,5,8
4910,4,4,3,4,4,8,8,1,1
4911,2,3,2,3,3,2,6,5,5
4912,4,4,4,4,4,2,2,1,8
4913,1,1,1,1,1,8,6,7,1
4914,4,4,4,4,4,-1,-1,7,7
4915,3,3,-1,4,4,8,8,3,3
4916,4,4,3,4,3,8,8,4,6
4917,3,2,2,3,2,8,7,4,6
4918,2,2,1,3,-1,2,8,2,2
4919,1,1,3,3,3,8,8,7,4
4920,4,4,4,4,4,7,7,7,8
4921,4,4,3,3,3,8,8,3,2
4922,4,4,4,4,4,2,2,4,8
4923,1,1,1,1,1,1,7,4,2
4924,3,3,3,3,3,8,8,7,4
4925,4,4,4,4,4,8,8,3,7
4927,4,4,4,4,4,8,8,7,7
4928,4,4,4,4,4,8,8,7,-1
4929,4,4,4,4,4,8,8,4,7
4930,4,4,4,4,4,8,2,4,7
4931,2,3,3,4,4,2,2,1,2
4932,4,4,4,4,4,8,8,3,6
4933,4,4,4,4,4,8,8,4,6
4934,4,3,4,4,3,6,2,7,8
4935,3,4,3,3,3,2,8,1,4
4936,2,2,2,2,2,1,8,1,6
4937,3,3,3,3,3,-1,-1,4,8
4938,3,4,4,4,3,-1,-1,4,8
4939,4,4,4,4,4,-1,-1,3,6
4940,3,3,3,3,3,8,8,4,8
4941,3,4,4,4,4,8,8,6,8
4942,4,4,4,3,4,8,8,1,2
4943,4,4,4,4,4,4,1,3,5
4944,4,4,4,4,4,2,2,6,2
4945,4,4,3,3,1,2,2,7,6
4946,4,4,2,4,4,-1,-1,4,1
4947,1,1,1,1,1,1,7,4,1
4948,4,3,1,1,3,1,8,4,1
4949,4,4,4,4,4,7,7,4,8
4950,4,4,4,4,4,2,2,4,8
4951,3,3,2,3,3,1,1,2,7
4952,4,4,4,4,4,2,2,4,8
